Name,Location,URL,datetime,lon,lat,genre,pay,about,pornpoints,pornpercent,pornlevel
Moving help,roseburg,http://roseburg.craigslist.org/lbg/5810780494.html,2016-10-03T08:26:27-0700,43.65631,-123.343077,labor,$15 per hour,I need 3-4 strong & reliable guys to help unpack a moving truck on wednesday morning/afternoon. About 4-8 hours. There may be more work needed this week.  $15/hour    ,0,0.0,0
MOVING COMPANY NEEDS HELP!!!,eastoregon,http://boise.craigslist.org/lbg/5852084670.html,2016-10-29T11:39:09-0600,43.6601,-116.2524,labor,Call Madou,MOVING COMPANY NEEDS HELP TODAY!!! BOISE IDAHO 83703   HEAVY LABOR   CALL MADOU      6four6-six8nine-6nine6one    ,0,0.0,0
Virtual Support Techs $10 - $21 an hr,kpr,http://kpr.craigslist.org/cpg/5842088583.html,2016-10-23T02:12:06-0700,43.6843,-84.7833,computer,based on qualification,Looking for candidates ages 16 - 50 or older that are willing to learn can work without supervision driven goal oriented friendly and reliable.    ,0,0.0,0
musicians needed,oregoncoast,http://oregoncoast.craigslist.org/tlg/5830675710.html,2016-10-15T17:59:21-0700,43.695146,-124.123004,talent,Unknown,Plenty of space here! Coffee Bar needs to fill schedule! Jitterbug 'n Java Reedsport.  Please submit demos samples of your music/style so we may better situate your performance in our line-up! Or just stop in and get an eye for the place for the SPACE! Open jams always welcome! Musicians always welcome! Looking forward to meeting you and sharing your passion with ours!       Contact Jamie   ,0,0.0,0
Painters laborer/helper,eastoregon,http://boise.craigslist.org/lbg/5851782749.html,2016-10-29T08:47:48-0600,43.7013,-116.4967,labor,$10.00 - $15.00 per hour ~ paid weekly,A general understanding of tools and a willingness to work and not text/message etc on the company's time are all that is required   Please provide the name cell # or email address of your last employer - we will verify your level of experience  (please do not send resume's/cv's)   Veterans without experience in the trade are encouraged to apply   Must be able to pass a background check and be willing to comply with random drug testing    A valid driver's license and a reliable vehicle are required   This is a non-tobacco/vaping job-site   You will be expected to obtain a pair of Painters whites/pants  (you will be reimbursed)   Short term project   W-2 weekly payroll    Project location: Star Id  - you will be responsible to get-to and from the job-site and on time      Hourly pay: $10.00-$15.00 (doe)   ,0,0.0,0
Part time delivery for the Bend Bulletin,bend,http://bend.craigslist.org/lbg/5837366697.html,2016-10-20T04:21:58-0700,43.7091,-121.5194,labor,Various,Hi there we are looking for a person or persons to fill in for current routes.       Looking forward to hear back from you    ,0,0.0,0
Disabled Vet needs CMT 4 deep tissue  Massage,eastoregon,http://boise.craigslist.org/dmg/5824406913.html,2016-10-11T19:25:32-0600,43.7191,-116.6112,domestic,$15.00 hourly Certified preferred, will accept a trainee.,0,0.0,0
Virtual Support Techs $18 - $34 an hr,klamath,http://klamath.craigslist.org/cpg/5840570405.html,2016-10-22T03:01:04-0700,43.7341,-69.9952,computer,based on qualification,Looking for candidates ages 23 - 62 or older that are willing to learn can work without supervision driven goal oriented friendly and reliable.    ,0,0.0,0
After School Art Instructor (2-6 hrs/week),eugene,http://eugene.craigslist.org/crg/5810139471.html,2016-10-02T18:14:10-0700,43.7839,-123.0529,creative,$18.00 /  class,Love Art? Love Kids?       YOUNG REMBRANDTS is NOW HIRING TEACHERS FOR our AFTER SCHOOL ART PROGRAM!      Teach drawing classes 2-6 hours a week.   Pay starts at $18 per class; along w/Paid training.   Curriculum supplies and continual training provided.    MATURE SOLID experience with children in groups required.    Applicants must have artistic ability but not an art degree.       Young Rembrandts classes are held at elementary schools and recreation centers.    This is a very light part time fun and rewarding position. Classes are 1 hour    in length. We are looking for teachers who are available 2 to 3 afternoons a week.    MUST be available from 12:15 to 4:30 p.m. Due to the nature of the program    teachers typically do not teach more than 1 class a day.      Call for more information     show contact info   or    email a resume to     show contact info   ,0,0.0,0
Virtual Support Techs $10 - $40 an hr,pullman,http://pullman.craigslist.org/cpg/5784023501.html,2016-09-16T03:55:40-0700,43.799,-70.0698,computer,based on qualification,Looking for candidates ages 16 - 59 or older that are willing to learn can work without supervision driven goal oriented friendly and reliable.    ,0,0.0,0
Helper for warehouse labor work,bend,http://bend.craigslist.org/lbg/5836106167.html,2016-10-19T08:54:48-0700,43.8431,-121.5764,labor,$16 per hour plus bonus for timely work.,looking for a helper for warehouse labor for full time job.. . .   please contact us via email with contact info only.. . .   thanks   Avi.    ,0,0.0,0
Estoy buscando niÃ±era,eastoregon,http://eastoregon.craigslist.org/dmg/5830004169.html,2016-10-15T10:12:48-0700,43.8604,-117.0251,domestic,Hablamos del pago,Hola me llamo yaneza estoy buscando niÃ±era para cuidar mis dos hijos. Mi hijo mas grande va al kinder en Nyssa elementary y mi otro hijo de tres aÃ±os. Voy a empezar a trabajar en una semana o menos en nyssa oregon. Si gustas a saber mas informaciÃ_n able al    show contact info   ,0,0.0,0
CNC Machining,eugene,http://eugene.craigslist.org/lbg/5822234207.html,2016-10-10T12:40:04-0700,44.020472,-123.011169,labor,union scale pay,Full time position for a machinist's apprentice.We are looking for a dedicated person eager to learn Haas tools.      Current job pay is union scale wage.   http://www.peg4.com/union4.htm    ,0,0.0,0
Live Rock & Roll Available for your event!,bend,http://bend.craigslist.org/evg/5817790137.html,2016-10-07T13:00:28-0700,44.0223,-121.2985,event,depends on date, time,0,0.0,0
Live Rock & Roll Available for your event!,bend,http://bend.craigslist.org/evg/5817789191.html,2016-10-07T12:59:59-0700,44.0223,-121.2985,event,depends on date, time,0,0.0,0
MAKE MONEY,bend,http://bend.craigslist.org/lbg/5827508997.html,2016-10-13T17:03:19-0700,44.0223,-121.2985,labor,$500 upon closing of sale,Make Money finding vacant and run down houses. No experience necessary. $500 if we close on property. Visit   birddogg.net/KTM for more info. Contact  Keith    show contact info   ,0,0.0,0
$20 to stand in line for an hour and buy me a ticket to a party,bend,http://bend.craigslist.org/cwg/5848350677.html,2016-10-26T23:50:26-0700,44.0223,-121.2985,crew,$20 or ticket purchase,I need someone to show up and stand in line early enough to get me a ticket for the Deschutes warehouse party Saturday night. I'll pay for yours too or just give you an extra $20 half first and half after.       The party starts at 8 but if I were not otherwise engaged I'd show up an hour early to get in line.       I can pay via cash app venmo or cash when we meet after.    ,0,0.0,0
moving help,bend,http://bend.craigslist.org/lbg/5843803302.html,2016-10-24T08:21:13-0700,44.0223,-121.2985,labor,$$,Need help to unload truck today. Pay cash. Please call me @    show contact info   ,0,0.0,0
**** Truck driver needs help unloading****,bend,http://bend.craigslist.org/lbg/5843283482.html,2016-10-23T20:28:22-0700,44.0223,-121.2985,labor,3 hour minimum or flat rate,A truck driver for a moving company needs help unloading part of his truck at a customer house on monday morning.   Please call my cell or text me.   Will pay by the hour or flat.    ,0,0.0,0
Interested In Making Money Renting Out Baby Equipment?,bend,http://bend.craigslist.org/lbg/5837766688.html,2016-10-20T09:12:34-0700,44.0223,-121.2985,labor,We pay you 80% of the rental fee and you keep all of the delivery fee.,Babierge is a national baby equipment rental service and we are looking for new on-the-ground Trusted Partners who will deliver pick-up and clean the rented baby equipment for our clients who are typically traveling families and grandparents. Our compensation works like this: We pay you 80% of the rental fee and you keep all of the delivery fee.      Ideal Trusted Partners can be described as:      - Parents with excess baby equipment   - Savvy about social networking   - Members of local parent groups and Next Door in your neighborhood   - Having a flexible schedule   - Excited to join of a new and growing business!      Here's a quick description of our company mission from our blog:       At Babierge we understand that even when traveling families require the same tools of support they use at home to raise their children. There should be no corners cut for a young family embarking on its first journeys together. As a fledgling business our number one goal is to shoulder the universal obstacles of the young family on the move. We believe the logistics and burdens of transporting an infant's necessities should not stop young families from venturing into the world as often as they'd like or worse from traveling at all.      As a young company Babierge in need of allies. Our business plan is dependent on establishing a core of Trusted Partners who will work with Babierge in their home cities to deliver items to customers and reinforce our constantly growing network of support. If making part time money alongside a loving generous and patient team aspiring to forge a new business with unfathomable potential please contact us as soon as possible!      To learn more please go to http://www.babierge.com/partners    ,0,0.0,0
Live Rock & Roll Available for your event!,eastoregon,http://bend.craigslist.org/evg/5817790137.html,2016-10-07T13:00:28-0700,44.0223,-121.2985,event,depends on date, time,0,0.0,0
Live Rock & Roll Available for your event!,eastoregon,http://bend.craigslist.org/evg/5817789191.html,2016-10-07T12:59:59-0700,44.0223,-121.2985,event,depends on date, time,0,0.0,0
Live Rock & Roll Available for your event!,klamath,http://bend.craigslist.org/evg/5817790137.html,2016-10-07T13:00:28-0700,44.0223,-121.2985,event,depends on date, time,0,0.0,0
Live Rock & Roll Available for your event!,klamath,http://bend.craigslist.org/evg/5817789191.html,2016-10-07T12:59:59-0700,44.0223,-121.2985,event,depends on date, time,0,0.0,0
MAKE MONEY,klamath,http://bend.craigslist.org/lbg/5827508997.html,2016-10-13T17:03:19-0700,44.0223,-121.2985,labor,$500 upon closing of sale,Make Money finding vacant and run down houses. No experience necessary. $500 if we close on property. Visit   birddogg.net/KTM for more info. Contact  Keith    show contact info   ,0,0.0,0
